etiqueta,total_pasajeros,pasajeros_llegados,porcentaje_llegados,tiempo_espera_promedio,tiempo_viaje_promedio,tiempo_transbordo_promedio,tiempo_total_promedio,tiempo_total_maximo,tiempo_total_minimo,desviacion_tiempo_total,tiempo_total_mediana,num_ejecuciones,desviacion_porcentaje_llegados,desviacion_tiempo_total_promedio
BAS_01,2213.6666666666665,1808.3333333333333,82.30471074976997,968.5967423446872,894.9268436906765,332.27131375319914,1863.523586035364,10604.0,51.0,1206.2405861548816,1631.3333333333333,6,5.805907248178462,191.87357932380417
BDI_01,2191.3333333333335,1769.8333333333333,81.50931385098964,1039.5859876721433,944.2355985199347,320.7387226785447,1983.821586192078,8647.0,44.0,1236.066733777423,1730.75,6,5.682304033852139,214.18266183688843
BAS_02,602.3333333333334,570.6666666666666,94.61379539590025,840.3213336506878,881.7179816318811,285.07599999185203,1722.0393152825689,7755.0,29.0,940.0582726545954,1582.1666666666667,6,2.2348374659106156,177.38906609202948
BDI_02,545.6666666666666,508.1666666666667,93.14244157116417,859.2436013610718,879.3457419942201,262.2940450211454,1738.589343355292,5911.0,60.0,996.3248176933757,1559.1666666666667,6,4.784415883723072,235.31504610788562
BAS_03,410.1666666666667,370.5,90.52525265104316,758.598190908609,915.1702997696069,274.0740309788902,1673.7684906782158,5372.0,73.0,922.4077769969775,1575.25,6,4.819264643206161,190.86943919695722
BDI_03,499.0,441.8333333333333,88.88952762698557,787.7662535761782,928.9279382549547,262.8933570441995,1716.694191831133,6305.0,53.0,993.1601743444661,1584.5833333333333,6,3.9852780594927264,381.4669656102386
BAS_01_IC,2211.6666666666665,1889.8333333333333,85.82207594769449,751.6967660043446,996.9359409183512,273.49557701718527,1748.6327069226957,8247.0,28.0,1197.233444425084,1482.6666666666667,6,3.594376001919384,79.8018241229917
BDI_01_IC,2229.6666666666665,1939.0,87.00468427789417,844.6991870286588,1200.8411685216504,284.0656492275421,2045.5403555503092,9950.0,38.0,1490.490295648275,1623.5833333333333,6,2.926204363169412,314.81686326513295
BDI_01_DY,2108.8333333333335,1806.1666666666667,85.93529176170027,943.5571970724776,858.7974489716294,280.7924519925268,1802.3546460441069,8211.0,34.0,1056.441589566292,1626.4166666666667,6,3.088188833323637,83.56068592533605
